country_name,country_code,year,cost_healthy_diet_ppp,affordability_ratio,pct_cannot_afford_healthy_diet,veg_cost_share,population,gdp_per_capita,poverty_headcount_pct,food_insecurity_pct
Tanzania,TZA,2017,2.14,,74.7,,55652890.0,2472.4931640625,,56.6
United Kingdom,GBR,2017,1.7,,3.7,,66354471.0,46440.8214149807,0.4,5.6
Angola,AGO,2018,3.27,,64.8,,31297155.0,8370.22875787099,39.3,
Brunei Darussalam,BRN,2018,4.26,,,,437810.0,65148.8264035521,,
Burkina Faso,BFA,2018,2.82,,65.5,,20438288.0,2073.3235382155,47.7,39.1
Cabo Verde,CPV,2018,2.92,,54.8,,513415.0,7916.42115326174,,36.4
Canada,CAN,2018,3.13,,3.3,,37295005.0,49982.6446255492,0.4,5.1
Chad,TCD,2018,2.8,,63.4,,16156531.0,2227.81335372611,41.9,76.3
Costa Rica,CRI,2018,3.58,,53.7,,4957818.0,21548.8700973441,2.3,14.5
Estonia,EST,2018,3.21,,11.9,,1321965.0,37120.9879761677,0.4,7.4
Eswatini,SWZ,2018,3.26,,68.5,,1168929.0,8535.25593160454,,
Finland,FIN,2018,2.61,,1.3,,5515736.0,49248.6775395866,0.1,7.7
France,FRA,2018,2.66,,2.5,,65519543.0,46381.0590629457,0.0,6.0
"Gambia, The",GMB,2018,2.86,,42.7,,2399632.0,2277.44236224191,,54.3
Grenada,GRD,2018,4.5,,22.2,,115691.0,15974.8591933124,0.8,23.6
Guyana,GUY,2018,4.79,,77.8,,791556.0,12442.5087185876,,
India,IND,2018,2.86,,55.2,,1374659064.0,6521.97490856972,,
Iraq,IRQ,2018,3.48,,22.9,,40265624.0,12034.4011214944,,
Israel,ISR,2018,2.58,,21.2,,8510067.0,40101.487265134,0.7,12.7
Italy,ITA,2018,2.83,,10.5,,60277499.0,43583.3823241172,1.7,
Latvia,LVA,2018,3.03,,26.4,,1927588.0,29817.8047263182,0.6,9.5
Lithuania,LTU,2018,2.87,,19.3,,2802478.0,36491.9385223689,1.0,10.7
Malaysia,MYS,2018,3.2,,3.8,,32910967.0,27793.5674222948,0.0,15.1
Panama,PAN,2018,3.88,,50.0,,4167860.0,32463.540359127,3.7,
Paraguay,PRY,2018,3.73,,25.5,,6427382.0,14139.0931267561,3.1,21.3
Poland,POL,2018,3.03,,17.4,,38241071.0,32345.1066076225,0.3,4.3
Portugal,PRT,2018,2.73,,19.0,,10325353.0,34896.7993382974,0.4,10.7
Rwanda,RWA,2018,2.89,,77.7,,12487996.0,2128.1982397276,,
Saudi Arabia,SAU,2018,2.46,,,,30365121.0,59377.8025368768,,
South Africa,ZAF,2018,2.94,,59.5,,58613001.0,13347.3634826038,,17.4
St. Kitts and Nevis,KNA,2018,3.51,,,,47008.0,30794.8986482634,,21.1
Tajikistan,TJK,2018,,,,,9307333.0,3069.10385079592,,28.8
Viet Nam,VNM,2018,3.33,,10.0,,96237319.0,10009.9714756006,2.2,6.2
West Bank and Gaza,PSE,2018,2.65,,6.2,,4850592.0,6215.81647317396,,26.8
Albania,ALB,2019,3.32,,18.4,,2885010.0,16442.0254754945,0.3,33.8
Australia,AUS,2019,2.4,,3.8,,25482714.0,52885.8313816377,,12.3
Azerbaijan,AZE,2019,3.1,,1.1,,10110475.0,16675.3179361558,,8.9
Barbados,BRB,2019,,,,,281207.0,19986.8728665755,,
Benin,BEN,2019,2.89,,65.4,,12726755.0,3148.97969597838,,64.0
Bhutan,BTN,2019,4.44,,17.8,,764824.0,12909.1009840399,,
Bulgaria,BGR,2019,3.67,,40.4,,6975469.0,26765.556194772,1.6,13.2
Cayman Islands,CYM,2019,3.61,,,,67327.0,72697.3672861884,,
Chile,CHL,2019,3.67,,47.5,,19197744.0,25613.9095717623,,17.3
Cyprus,CYP,2019,3.04,,3.0,,1286671.0,44393.72265625,0.2,
Denmark,DNK,2019,2.34,,1.2,,5814618.0,60594.966400191,0.3,5.0
Dominica,DMA,2019,4.63,,,,67880.0,16020.5944720217,,
El Salvador,SLV,2019,,,,,6222318.0,9756.7521864595,3.0,45.1
Ireland,IRL,2019,2.3,,2.3,,4933491.0,92042.2566065385,0.1,8.3
Kenya,KEN,2019,2.83,,72.1,,51202827.0,4687.37782325306,,67.7
Lebanon,LBN,2019,1.88,,0.1,,5794594.0,21710.4648750807,,21.1
Mauritius,MUS,2019,3.46,,16.0,,1286270.0,24374.7818286567,,24.2
Sint Maarten,SXM,2019,4.67,,,,40385.0,45715.6970519376,,
"Somalia, Fed. Rep.",SOM,2019,,,,,16030971.0,1548.27250940098,,
Sri Lanka,LKA,2019,3.7,,28.6,,22410552.0,14112.9525042604,2.7,8.9
Togo,TGO,2019,2.66,,53.1,,7619925.0,2459.85658494292,,56.3
Trinidad and Tobago,TTO,2019,3.93,,28.4,,1484894.0,29315.8054064667,,
Bangladesh,BGD,2020,3.61,,51.6,,166298024.0,6640.58437331062,,
Curacao,CUW,2020,3.65,,,,185018.0,21722.0174102902,,
Czechia,CZE,2020,3.0,,4.4,,10550129.0,44839.4822099455,0.0,5.8
Djibouti,DJI,2020,3.54,,56.5,,1105188.0,5527.00185229888,,49.2
Dominican Republic,DOM,2020,4.05,,25.0,,11008300.0,18998.3069667315,1.3,53.1
Fiji,FJI,2020,3.48,,66.6,,914963.0,10716.2914367663,,19.3
Germany,DEU,2020,2.97,,2.5,,83628708.0,58704.5861986404,0.3,3.5
Ghana,GHA,2020,3.46,,65.6,,31887809.0,6047.30111673554,,36.6
Greece,GRC,2020,3.13,,28.7,,10699369.0,29533.087740299,1.1,6.8
Guatemala,GTM,2020,3.74,,50.9,,17357325.0,10947.3711292197,,55.8
"Hong Kong SAR, China",HKG,2020,4.04,,,,7490235.0,58187.4764072535,,
Indonesia,IDN,2020,3.86,,70.2,,274814866.0,11729.3674458448,9.8,5.1
"Korea, Rep.",KOR,2020,5.18,,6.8,,51858482.0,47881.4921344193,0.1,5.3
Lesotho,LSO,2020,4.01,,76.2,,2235727.0,2559.09776077846,,52.3
Mexico,MEX,2020,3.07,,32.6,,126799054.0,19354.1248682138,4.3,25.5
Moldova,MDA,2020,2.9,,11.2,,3069131.0,13527.4413130967,0.0,24.9
Nepal,NPL,2020,3.51,,29.2,,28966574.0,4235.57462326905,,37.8
Nicaragua,NIC,2020,3.89,,30.9,,6565267.0,6274.09456741388,,
Pakistan,PAK,2020,3.18,,62.1,,235001746.0,5048.0213062963,,32.6
Singapore,SGP,2020,3.0,,,,5620150.0,102117.449503559,,4.6
Spain,ESP,2020,2.75,,11.7,,47679489.0,39327.8479269599,1.1,8.6
Syrian Arab Republic,SYR,2020,3.91,,74.0,,21049429.0,3878.42802993832,,
Tunisia,TUN,2020,3.81,,8.6,,11974057.0,11918.066205483,,28.0
Bahrain,BHR,2021,3.25,0.13,,0.23,1501764.0,54954.6757895532,,
Burundi,BDI,2021,3.54,0.99,89.7,0.12,12965481.0,1032.38274081999,,
Cambodia,KHM,2021,3.95,0.34,,0.26,16974305.0,6225.53265474741,,43.4
China,CHN,2021,3.13,0.23,16.6,0.19,1426437267.0,20843.2978347377,0.0,
Cote d'Ivoire,CIV,2021,2.91,0.28,50.5,0.11,29639736.0,6045.20480490881,20.8,41.0
Gabon,GAB,2021,3.81,0.26,37.2,0.29,2376722.0,18523.5798032135,,
Jamaica,JAM,2021,4.9,0.16,28.3,0.34,2837682.0,10430.6909771759,1.4,54.4
Jordan,JOR,2021,2.99,0.26,2.7,0.19,11066356.0,10056.5611261239,,
Malta,MLT,2021,3.8,0.11,3.3,0.21,524376.0,56823.9958525022,0.1,7.2
Mongolia,MNG,2021,5.55,0.12,43.2,0.16,3339674.0,14792.2509086422,,5.5
Mozambique,MOZ,2021,3.23,0.65,89.7,0.17,31707800.0,1457.23540930922,,
Myanmar,MMR,2021,,,,,53387102.0,5178.44718217164,,29.3
Oman,OMN,2021,2.45,0.05,,0.18,4500424.0,38719.4587682049,,
Peru,PER,2021,3.5,0.19,37.3,0.17,33155882.0,15285.7706852395,5.2,41.6
Thailand,THA,2021,,0.19,,0.2,71727332.0,20236.9760408784,0.0,7.1
United States,USA,2021,2.36,0.06,2.9,0.32,340161441.0,71441.231980595,0.3,8.6
Antigua and Barbuda,ATG,2022,5.46,,,,92840.0,29761.8058055292,,13.5
Argentina,ARG,2022,,,,,45407904.0,29804.0832363731,1.3,36.1
Aruba,ABW,2022,5.01,,,,107782.0,41863.2739964163,,
Austria,AUT,2022,2.82,,2.4,,9064677.0,72286.6352565355,0.6,4.9
Botswana,BWA,2022,3.62,,58.7,,2439892.0,19973.6684436048,,55.4
British Virgin Islands,VGB,2022,5.15,,,,38319.0,,,
Cameroon,CMR,2022,3.91,,54.1,,27632771.0,5188.15515765322,,60.3
Colombia,COL,2022,4.12,,39.8,,51737944.0,20854.002999162,9.3,30.6
Croatia,HRV,2022,4.25,,18.5,,3907027.0,42125.1926231817,0.4,7.9
Ethiopia,ETH,2022,4.29,,74.5,,125384287.0,2844.47188098448,,59.0
Guinea-Bissau,GNB,2022,3.74,,67.0,,2105529.0,2785.7846268362,,62.5
Montenegro,MNE,2022,4.48,,12.2,,614648.0,28049.7293227735,,12.3
Niger,NER,2022,4.48,,86.9,,25311973.0,1847.58034360869,,50.3
Romania,ROU,2022,3.57,,27.9,,19166772.0,41979.4260140907,1.5,19.1
Serbia,SRB,2022,4.66,,11.3,,8509159.0,26142.9143111159,2.0,13.0
Slovak Republic,SVK,2022,3.57,,27.4,,5473197.0,41529.408474315,0.7,9.0
United Arab Emirates,ARE,2022,2.93,,2.3,,10242086.0,75059.7702106115,,
Uruguay,URY,2022,4.01,,35.5,,3390913.0,33033.5719368346,0.2,15.7
Uzbekistan,UZB,2022,4.52,,17.2,,34938955.0,10809.1380396181,4.4,26.1
Bangladesh,BGD,2023,4.33,,41.5,,171466990.0,9155.31731992295,,
Curacao,CUW,2023,5.07,,,,185427.0,30676.8522403072,,
Czechia,CZE,2023,3.94,,6.4,,10809716.0,56062.3957561294,0.0,10.0
Djibouti,DJI,2023,4.5,,54.2,,1152944.0,7231.79450192575,,49.2
Dominican Republic,DOM,2023,5.21,,20.5,,11331265.0,25861.2335511855,1.3,43.8
Fiji,FJI,2023,4.47,,61.1,,924145.0,14656.2474506851,,
Germany,DEU,2023,4.14,,5.2,,84548231.0,72262.2235142279,,4.1
Ghana,GHA,2023,4.29,,66.4,,33787914.0,7562.64422849208,,44.5
Greece,GRC,2023,4.44,,24.6,,10242908.0,42613.6574438075,0.6,6.6
Guatemala,GTM,2023,4.78,,50.0,,18124838.0,13751.6084364487,9.7,48.8
"Hong Kong SAR, China",HKG,2023,4.77,,,,7442734.0,71519.1754897022,,
Indonesia,IDN,2023,4.63,,71.6,,281190067.0,15428.3856954945,6.7,4.5
"Korea, Rep.",KOR,2023,6.75,,5.6,,51748739.0,57429.8031076402,,5.4
Lesotho,LSO,2023,4.97,,76.8,,2311472.0,2879.59482438145,,59.9
Mexico,MEX,2023,4.28,,21.9,,129739759.0,25188.3182559609,,19.3
Moldova,MDA,2023,3.57,,15.0,,3067070.0,17750.5576656772,0.1,25.1
Nepal,NPL,2023,4.0,,20.6,,29694614.0,5399.65505811688,,36.6
Nicaragua,NIC,2023,4.9,,27.1,,6823613.0,8326.83840449159,,
Pakistan,PAK,2023,4.08,,67.2,,247504495.0,6018.94650802152,,42.1
Singapore,SGP,2023,3.46,,,,5789090.0,144728.385132013,,9.5
Spain,ESP,2023,4.13,,9.9,,47911579.0,55661.317481747,0.8,6.5
Syrian Arab Republic,SYR,2023,7.26,,74.4,,23594623.0,,,
Tunisia,TUN,2023,4.77,,8.5,,12200431.0,14052.1687041992,,25.4
Belgium,BEL,2024,3.03,,1.0,,11738763.0,74224.5510568017,,
Belize,BLZ,2024,4.54,,17.7,,417072.0,14367.3539278152,,
Bermuda,BMU,2024,4.54,,,,64636.0,118727.973294368,,
"Congo, Dem. Rep.",COD,2024,2.77,,90.8,,109276265.0,1823.27705135453,,
Ecuador,ECU,2024,3.56,,28.7,,18135478.0,15848.3400023446,7.3,
"Egypt, Arab Rep.",EGY,2024,6.39,,45.4,,116538258.0,19121.874936645,,
Equatorial Guinea,GNQ,2024,4.79,,61.9,,1892516.0,17072.4273818835,,
Guinea,GIN,2024,5.1,,50.4,,14754785.0,4571.93087130821,,
Kazakhstan,KAZ,2024,3.02,,4.0,,20592571.0,40950.3167392792,,
Kyrgyz Republic,KGZ,2024,3.76,,24.4,,7186009.0,8208.03081858011,2.2,
Liberia,LBR,2024,3.56,,62.1,,5612817.0,1873.76133636244,,
Madagascar,MDG,2024,3.96,,85.3,,31964956.0,1888.66403175151,,
Malawi,MWI,2024,4.69,,92.1,,21655286.0,1860.31534523381,,
Maldives,MDV,2024,4.3,,4.7,,527799.0,26220.8078173473,,
Philippines,PHL,2024,4.38,,47.4,,115843670.0,11813.805926453,,
Qatar,QAT,2024,2.66,,2.2,,3048423.0,126712.582876079,,
Sierra Leone,SLE,2024,3.84,,63.6,,8642022.0,3527.42124292431,,
St. Vincent and the Grenadines,VCT,2024,6.43,,,,100616.0,21302.9730252553,,
Turks and Caicos Islands,TCA,2024,,,,,46535.0,38009.5079479808,,
Zambia,ZMB,2024,3.98,,86.3,,21314956.0,4221.01397093025,,
Belgium,BEL,2025,3.12,,0.9,,11758603.0,74675.607672673,,
Belize,BLZ,2025,4.69,,17.8,,422924.0,14965.7521203147,,
Bermuda,BMU,2025,4.78,,,,64555.0,,,
"Congo, Dem. Rep.",COD,2025,2.66,,90.1,,112832473.0,1919.82250200565,,
Ecuador,ECU,2025,3.66,,25.7,,18289896.0,16756.6539631307,3.4,
"Egypt, Arab Rep.",EGY,2025,6.06,,38.5,,118365995.0,20204.0130500153,,
Equatorial Guinea,GNQ,2025,4.88,,63.2,,1938431.0,16133.1056143137,,
Guinea,GIN,2025,5.33,,50.3,,15099727.0,4934.65125959855,,
Kazakhstan,KAZ,2025,3.07,,3.4,,20843754.0,44293.4839632441,,
Kyrgyz Republic,KGZ,2025,3.91,,22.1,,7295034.0,9219.51443675205,,
Liberia,LBR,2025,3.6,,59.6,,5731206.0,1981.09483342188,,
Madagascar,MDG,2025,4.08,,85.3,,32740678.0,1952.48426903369,,
Malawi,MWI,2025,5.01,,92.7,,22216120.0,1899.29166528127,,
Maldives,MDV,2025,4.45,,4.2,,529676.0,28554.8945669737,,
Philippines,PHL,2025,4.48,,45.0,,116786962.0,12576.9867435109,,
Qatar,QAT,2025,2.73,,1.9,,3115889.0,128882.934242572,,
Sierra Leone,SLE,2025,3.89,,61.9,,8819794.0,3716.89410482498,,
St. Vincent and the Grenadines,VCT,2025,6.71,,,,99924.0,22799.4005332261,,
Turks and Caicos Islands,TCA,2025,,,,,46855.0,,,
Zambia,ZMB,2025,4.18,,86.2,,21913874.0,4379.26131013191,,
Belgium,BEL,2017,2.0,,2.6,,11376581.0,50256.0631772784,0.2,
Belize,BLZ,2017,2.56,,25.7,,373202.0,9120.65338346029,,
Bermuda,BMU,2017,2.88,,,,63578.0,85680.9701917217,,
"Congo, Dem. Rep.",COD,2017,4.25,,95.8,,87083398.0,990.545051394781,,
Ecuador,ECU,2017,2.5,,23.7,,16759519.0,11793.4797426944,4.3,26.2
"Egypt, Arab Rep.",EGY,2017,3.81,,40.2,,103696057.0,11124.7351098149,3.1,33.1
Equatorial Guinea,GNQ,2017,3.7,,57.0,,1562396.0,18434.7708571004,,
Guinea,GIN,2017,2.59,,47.1,,12385659.0,2687.09504827171,,
Kazakhstan,KAZ,2017,2.12,,11.5,,18651931.0,23973.0602295651,0.1,2.1
Kyrgyz Republic,KGZ,2017,3.23,,46.1,,6220150.0,4953.71755085199,8.2,6.3
Liberia,LBR,2017,3.24,,65.8,,4848925.0,1664.94481323565,,81.0
Madagascar,MDG,2017,3.08,,82.5,,26788375.0,1546.88001890817,,
Malawi,MWI,2017,2.38,,85.5,,18039715.0,1380.23263621737,,80.3
Maldives,MDV,2017,3.36,,8.1,,458287.0,19767.8893613468,,
Philippines,PHL,2017,3.26,,49.4,,108119693.0,7773.79853599024,,
Qatar,QAT,2017,2.32,,1.7,,2706709.0,99358.3403307696,0.0,
Sierra Leone,SLE,2017,2.64,,65.0,,7379299.0,2501.4531554482,,83.0
St. Vincent and the Grenadines,VCT,2017,4.3,,,,105663.0,13575.4319769513,,33.3
Turks and Caicos Islands,TCA,2017,2.8,,,,39913.0,30097.3550560987,,
Zambia,ZMB,2017,2.73,,82.8,,17441320.0,3391.62768492775,,52.0
Antigua and Barbuda,ATG,2018,4.24,,,,90926.0,24524.2137953887,,
Argentina,ARG,2018,,,,,44654882.0,24410.3919063335,1.6,35.8
Aruba,ABW,2018,4.0,,,,106432.0,39287.0597126122,,
Austria,AUT,2018,2.11,,2.4,,8841650.0,56636.4953030542,0.6,3.6
Botswana,BWA,2018,3.0,,60.0,,2299141.0,15785.819633781,,53.1
British Virgin Islands,VGB,2018,3.51,,,,34657.0,,,
Cameroon,CMR,2018,2.74,,50.6,,24806383.0,4010.76360069526,,57.0
Colombia,COL,2018,2.87,,36.6,,49024465.0,15239.4049488277,9.8,26.5
Croatia,HRV,2018,3.36,,27.6,,4024868.0,29789.4340021154,0.5,10.0
Ethiopia,ETH,2018,3.04,,65.3,,112664152.0,2095.3175782979,,57.9
Guinea-Bissau,GNB,2018,3.04,,65.8,,1922168.0,2057.96969129146,37.1,61.8
Montenegro,MNE,2018,3.24,,19.7,,615795.0,21083.6815338423,3.9,12.9
Niger,NER,2018,3.27,,84.6,,22188069.0,1272.37841849427,59.0,50.0
Romania,ROU,2018,2.84,,50.0,,19597872.0,29382.8866943611,3.7,14.5
Serbia,SRB,2018,3.64,,21.1,,8787760.0,18469.1042989985,4.2,12.5
Slovak Republic,SVK,2018,2.53,,21.4,,5443232.0,31509.8187291635,0.5,5.0
United Arab Emirates,ARE,2018,2.74,,3.1,,9346870.0,77446.2084020359,0.0,
Uruguay,URY,2018,2.93,,32.0,,3394534.0,24386.4948473952,0.1,13.3
Uzbekistan,UZB,2018,4.07,,21.7,,32373490.0,8491.93421125471,,17.2
Bangladesh,BGD,2019,3.41,,55.1,,164913055.0,6047.12401504125,,
Curacao,CUW,2019,3.35,,,,189543.0,25396.9967729561,,
Czechia,CZE,2019,2.97,,4.2,,10554875.0,45614.0171132532,0.0,4.2
Djibouti,DJI,2019,3.31,,55.3,,1088709.0,5398.00036773984,,
Dominican Republic,DOM,2019,3.74,,21.2,,10894043.0,19766.7628586981,1.0,55.0
Fiji,FJI,2019,3.41,,57.5,,914899.0,12978.0990352704,4.7,14.3
Germany,DEU,2019,2.87,,2.6,,83559186.0,59310.9693966204,0.2,3.4
Ghana,GHA,2019,3.48,,64.8,,31258945.0,6002.55044678386,,38.2
Greece,GRC,2019,3.1,,28.4,,10718576.0,31927.3792151369,1.0,8.6
Guatemala,GTM,2019,3.45,,47.3,,17103803.0,10755.8801029589,,49.6
"Hong Kong SAR, China",HKG,2019,3.78,,,,7485813.0,61221.4195400701,,
Indonesia,IDN,2019,3.68,,70.5,,272489381.0,11986.4701508376,10.9,5.8
"Korea, Rep.",KOR,2019,4.9,,8.3,,51767846.0,46511.2196957018,0.2,5.1
Lesotho,LSO,2019,3.74,,72.5,,2209405.0,2568.34114362719,,50.6
Mexico,MEX,2019,2.98,,30.1,,125762982.0,20964.2774863762,,25.3
Moldova,MDA,2019,2.65,,10.1,,3112562.0,13413.2232935126,0.0,27.2
Nepal,NPL,2019,3.36,,27.8,,28414064.0,4260.67373190851,,36.4
Nicaragua,NIC,2019,3.78,,29.5,,6483657.0,5981.10876431466,,
Pakistan,PAK,2019,2.95,,59.7,,230800899.0,5037.53401559745,,24.3
Singapore,SGP,2019,2.93,,,,5669563.0,105521.619340296,,4.5
Spain,ESP,2019,2.71,,11.3,,47435119.0,44042.757577336,0.9,8.8
Syrian Arab Republic,SYR,2019,2.61,,41.0,,20353534.0,3502.17536117799,,
Tunisia,TUN,2019,3.79,,7.3,,11875081.0,12494.7905733455,,25.0
Albania,ALB,2020,3.4,,17.6,,2871954.0,16287.6136733864,0.3,30.9
Australia,AUS,2020,2.51,,3.8,,25743791.0,54184.1614486854,0.9,11.9
Azerbaijan,AZE,2020,3.28,,1.9,,10181730.0,15163.5703327282,,9.5
Barbados,BRB,2020,,,,,281698.0,16543.717996277,,31.1
Benin,BEN,2020,2.91,,63.7,,13070169.0,3244.58772756805,,61.9
Bhutan,BTN,2020,4.87,,17.0,,770006.0,12475.048003428,,
Bulgaria,BGR,2020,3.8,,34.4,,6933652.0,27351.8659900682,0.7,15.5
Cayman Islands,CYM,2020,3.81,,,,68684.0,66118.6540859028,,
Chile,CHL,2020,3.79,,51.7,,19370624.0,25357.0056990873,1.7,17.4
Cyprus,CYP,2020,3.14,,3.0,,1302247.0,42569.06640625,0.0,
Denmark,DNK,2020,2.41,,1.3,,5831530.0,62682.2899474389,0.2,5.5
Dominica,DMA,2020,5.03,,,,67573.0,14243.7623123898,,34.4
El Salvador,SLV,2020,,,,,6234673.0,9392.68913817943,,46.5
Ireland,IRL,2020,2.22,,2.0,,4982606.0,97677.4943055886,0.2,6.5
Kenya,KEN,2020,3.1,,76.3,,52217334.0,4792.57315847182,44.4,69.5
Lebanon,LBN,2020,3.15,,3.6,,5702398.0,16259.7051312281,,29.1
Mauritius,MUS,2020,3.63,,22.1,,1283223.0,21621.5971225157,,28.2
Sint Maarten,SXM,2020,4.78,,,,41008.0,38901.4867603712,,
"Somalia, Fed. Rep.",SOM,2020,,,,,16651191.0,1454.26711848855,,
Sri Lanka,LKA,2020,3.66,,33.5,,22561807.0,12940.9043296014,,10.0
Togo,TGO,2020,2.81,,54.7,,7788054.0,2653.96061995284,,54.7
Trinidad and Tobago,TTO,2020,4.11,,32.8,,1481024.0,26731.3556410029,,
Armenia,ARM,2021,3.8,0.09,56.8,0.16,2870349.0,15921.705281964,2.1,8.0
Belarus,BLR,2021,3.3,0.09,1.5,0.14,9251365.0,27611.1801135157,,1.3
Brazil,BRA,2021,3.97,0.24,31.2,0.17,209550294.0,18075.7060049068,7.5,22.1
Central African Republic,CAF,2021,3.63,0.77,87.1,0.26,5112100.0,1128.55237996459,71.6,88.1
Comoros,COM,2021,4.48,0.32,54.5,0.26,818174.0,3449.0435745318,,79.7
"Congo, Rep.",COG,2021,3.74,0.5,77.1,0.21,5892183.0,6263.21161292636,,
Honduras,HND,2021,3.81,0.37,39.4,0.2,10289877.0,6202.98078812037,,49.3
Hungary,HUN,2021,3.68,0.09,31.8,0.27,9707850.0,38887.1909527154,,12.6
"Iran, Islamic Rep.",IRN,2021,3.37,,40.4,,88455488.0,15884.4276775963,3.7,40.8
Japan,JPN,2021,5.98,0.32,14.2,0.26,125679338.0,45999.4617966896,,4.4
Kuwait,KWT,2021,2.46,0.07,,0.35,4360742.0,50651.9575337091,,10.8
Mauritania,MRT,2021,4.43,0.3,54.6,0.2,4734874.0,5836.56580821897,,53.7
Morocco,MAR,2021,2.76,0.17,12.5,0.19,36954442.0,8623.265625,,
Namibia,NAM,2021,3.75,0.41,48.5,0.26,2810548.0,9709.09930646771,,57.7
Netherlands,NLD,2021,2.54,0.04,1.4,0.23,17730564.0,68573.5648786447,0.1,4.5
New Zealand,NZL,2021,2.86,0.07,,0.21,5107697.0,48202.0913368233,,15.1
Norway,NOR,2021,3.63,0.12,1.2,0.26,5408091.0,92205.7698636049,0.2,5.2
Russian Federation,RUS,2021,2.77,,20.2,0.2,145836175.0,38638.4296875,0.2,4.8
Seychelles,SYC,2021,3.79,0.51,40.2,0.32,122987.0,29979.8272686091,,
Slovenia,SVN,2021,3.01,0.06,2.2,0.25,2113494.0,45922.6632600134,0.0,7.0
Sudan,SDN,2021,,0.22,,0.2,48066924.0,3248.9755859375,,
Sweden,SWE,2021,3.06,0.04,4.3,0.29,10416131.0,62190.8526983825,0.6,5.4
Switzerland,CHE,2021,2.63,0.06,1.2,0.26,8707023.0,83524.9832880195,0.0,2.1
Uganda,UGA,2021,2.95,0.76,74.6,0.13,45910930.0,2684.92035939744,,65.9
Zimbabwe,ZWE,2021,,0.46,,0.22,15797210.0,4827.10960165994,,73.6
Angola,AGO,2022,4.55,,71.4,,35635029.0,9373.4083091956,,
Brunei Darussalam,BRN,2022,5.32,,,,455370.0,81788.7819525501,,
Burkina Faso,BFA,2022,3.48,,66.6,,22509038.0,2644.82146127902,,40.7
Cabo Verde,CPV,2022,3.38,,54.5,,519741.0,9479.57079016694,,34.3
Canada,CAN,2022,3.91,,2.8,,38821259.0,64217.0443455227,0.3,8.5
Chad,TCD,2022,3.49,,63.4,,18455316.0,2623.702025997,39.5,67.0
Costa Rica,CRI,2022,4.17,,56.4,,5081765.0,26891.9730070246,1.6,16.2
Estonia,EST,2022,3.81,,11.2,,1350091.0,48029.83322897,0.5,9.3
Eswatini,SWZ,2022,4.05,,68.6,,1218917.0,10633.7069148254,,57.2
Finland,FIN,2022,3.33,,1.4,,5569299.0,62133.1375219912,0.1,12.6
France,FRA,2022,3.38,,3.5,,66277409.0,57012.0586826676,0.1,7.9
"Gambia, The",GMB,2022,3.81,,44.5,,2636470.0,3066.82429529872,,59.0
Grenada,GRD,2022,5.11,,25.4,,116913.0,17541.2011831673,,18.6
Guyana,GUY,2022,6.37,,24.9,,821637.0,39704.6761521236,,25.5
India,IND,2022,3.67,,47.8,,1425423212.0,8941.09277447514,5.3,
Iraq,IRQ,2022,3.76,,24.5,,44070551.0,14388.8485236797,,
Israel,ISR,2022,3.12,,20.9,,9103151.0,53616.7140829107,0.4,7.2
Italy,ITA,2022,3.67,,7.1,,59619115.0,57260.8945372493,0.7,2.0
Latvia,LVA,2022,4.19,,19.9,,1881063.0,40546.4638799692,0.4,10.2
Lithuania,LTU,2022,3.7,,12.6,,2816919.0,50653.3394443751,0.8,6.1
Malaysia,MYS,2022,3.89,,2.1,,34695493.0,34414.4136245222,,16.7
Panama,PAN,2022,3.96,,54.8,,4400773.0,36327.3867449699,,
Paraguay,PRY,2022,4.47,,27.5,,6760464.0,16305.6206649067,3.2,26.2
Poland,POL,2022,3.84,,9.0,,38385739.0,46777.5524519162,0.3,5.5
Portugal,PRT,2022,3.57,,16.9,,10417073.0,45250.0152469537,0.2,12.3
Rwanda,RWA,2022,3.87,,74.9,,13651030.0,3195.28136566525,,
Saudi Arabia,SAU,2022,2.87,,,,32175352.0,71956.6694296826,,
South Africa,ZAF,2022,3.46,,57.3,,62378410.0,14746.7103701698,17.4,20.0
St. Kitts and Nevis,KNA,2022,4.59,,,,46709.0,31865.8304697944,,
Tajikistan,TJK,2022,,,,,10182222.0,4513.4597158968,8.9,28.0
Viet Nam,VNM,2022,4.17,,9.4,,99680655.0,13902.9499867089,1.6,10.8
West Bank and Gaza,PSE,2022,3.03,,6.7,,5305270.0,6162.27222447827,,27.4
Albania,ALB,2023,4.88,,13.9,,2811655.0,24847.5057998051,,33.0
Australia,AUS,2023,3.19,,3.2,,26451124.0,72272.7092136683,,13.8
Azerbaijan,AZE,2023,4.13,,1.1,,10318207.0,23671.0936895744,,14.0
Barbados,BRB,2023,,,,,282336.0,23176.0027148492,,
Benin,BEN,2023,3.3,,56.3,,14111034.0,4133.3701351778,,65.6
Bhutan,BTN,2023,5.69,,4.3,,786385.0,16228.5169143762,,
Bulgaria,BGR,2023,5.51,,24.8,,6795803.0,38829.297423161,1.0,11.6
Cayman Islands,CYM,2023,4.58,,,,73038.0,88395.1826392376,,
Chile,CHL,2023,5.2,,42.3,,19658835.0,33173.5278418356,,19.2
Cyprus,CYP,2023,3.94,,1.8,,1344976.0,59874.734375,0.0,1.4
Denmark,DNK,2023,3.21,,1.4,,5948136.0,77425.3867230346,0.4,6.9
Dominica,DMA,2023,6.15,,,,66510.0,20302.7023497562,,
